concept_name,source_concept_id,source_vocabulary_id,source_domain_id,source_concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,target_concept_id,relationship_id,reverese_relationship_id,relationship_valid_start_date,relationship_end_date,invalid_reason_cr
CD38|Bone Marrow|Hematology,2000001138,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51322,1970-01-01,2099-12-31,,3030000,Maps to,Mapped from,1970-01-01,2099-12-31,
CD55|Bone Marrow|Hematology,2000001139,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51327,1970-01-01,2099-12-31,,3033246,Maps to,Mapped from,1970-01-01,2099-12-31,
CD56|Bone Marrow|Hematology,2000001140,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51328,1970-01-01,2099-12-31,,3010939,Maps to,Mapped from,1970-01-01,2099-12-31,
CD57|Bone Marrow|Hematology,2000001141,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51329,1970-01-01,2099-12-31,,3014360,Maps to,Mapped from,1970-01-01,2099-12-31,
CD59|Bone Marrow|Hematology,2000001142,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51330,1970-01-01,2099-12-31,,3031007,Maps to,Mapped from,1970-01-01,2099-12-31,
CD71|Bone Marrow|Hematology,2000001143,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51333,1970-01-01,2099-12-31,,3009872,Maps to,Mapped from,1970-01-01,2099-12-31,
FMC-7|Bone Marrow|Hematology,2000001144,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51335,1970-01-01,2099-12-31,,3028400,Maps to,Mapped from,1970-01-01,2099-12-31,
Bands|Joint Fluid|Hematology,2000001145,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51366,1970-01-01,2099-12-31,,3042845,Maps to,Mapped from,1970-01-01,2099-12-31,
Eosinophils|Joint Fluid|Hematology,2000001146,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51368,1970-01-01,2099-12-31,,3035611,Maps to,Mapped from,1970-01-01,2099-12-31,
"Hematocrit, Joint Fluid|Joint Fluid|Hematology",2000001147,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51369,1970-01-01,2099-12-31,,42868642,Maps to,Mapped from,1970-01-01,2099-12-31,
Macrophage|Joint Fluid|Hematology,2000001148,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51376,1970-01-01,2099-12-31,,3029170,Maps to,Mapped from,1970-01-01,2099-12-31,
Metamyelocytes|Joint Fluid|Hematology,2000001149,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51378,1970-01-01,2099-12-31,,3024936,Maps to,Mapped from,1970-01-01,2099-12-31,
Monocytes|Joint Fluid|Hematology,2000001150,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51379,1970-01-01,2099-12-31,,3009361,Maps to,Mapped from,1970-01-01,2099-12-31,
NRBC|Joint Fluid|Hematology,2000001151,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51380,1970-01-01,2099-12-31,,40771130,Maps to,Mapped from,1970-01-01,2099-12-31,
Other|Joint Fluid|Hematology,2000001152,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51381,1970-01-01,2099-12-31,,3013794,Maps to,Mapped from,1970-01-01,2099-12-31,
"RBC, Joint Fluid|Joint Fluid|Hematology",2000001153,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51383,1970-01-01,2099-12-31,,3010144,Maps to,Mapped from,1970-01-01,2099-12-31,
Bands|Other Body Fluid|Hematology,2000001154,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51386,1970-01-01,2099-12-31,,3017161,Maps to,Mapped from,1970-01-01,2099-12-31,
CD103|Other Body Fluid|Hematology,2000001155,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51389,1970-01-01,2099-12-31,,3034064,Maps to,Mapped from,1970-01-01,2099-12-31,
CD138|Other Body Fluid|Hematology,2000001156,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51393,1970-01-01,2099-12-31,,3033713,Maps to,Mapped from,1970-01-01,2099-12-31,
CD16|Other Body Fluid|Hematology,2000001157,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51396,1970-01-01,2099-12-31,,3022430,Maps to,Mapped from,1970-01-01,2099-12-31,
CD20|Other Body Fluid|Hematology,2000001158,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51400,1970-01-01,2099-12-31,,40760530,Maps to,Mapped from,1970-01-01,2099-12-31,
CD22|Other Body Fluid|Hematology,2000001159,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51401,1970-01-01,2099-12-31,,3031560,Maps to,Mapped from,1970-01-01,2099-12-31,
CD25|Other Body Fluid|Hematology,2000001160,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51403,1970-01-01,2099-12-31,,3031912,Maps to,Mapped from,1970-01-01,2099-12-31,
CD34|Other Body Fluid|Hematology,2000001161,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51406,1970-01-01,2099-12-31,,40763401,Maps to,Mapped from,1970-01-01,2099-12-31,
CD38|Other Body Fluid|Hematology,2000001162,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51407,1970-01-01,2099-12-31,,3030804,Maps to,Mapped from,1970-01-01,2099-12-31,
CD4/CD8 Ratio|Other Body Fluid|Hematology,2000001163,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51409,1970-01-01,2099-12-31,,3014859,Maps to,Mapped from,1970-01-01,2099-12-31,
CD56|Other Body Fluid|Hematology,2000001164,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51413,1970-01-01,2099-12-31,,40760536,Maps to,Mapped from,1970-01-01,2099-12-31,
CD57|Other Body Fluid|Hematology,2000001165,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51414,1970-01-01,2099-12-31,,3029617,Maps to,Mapped from,1970-01-01,2099-12-31,
CD71|Other Body Fluid|Hematology,2000001166,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51417,1970-01-01,2099-12-31,,40760538,Maps to,Mapped from,1970-01-01,2099-12-31,
Eosinophils|Other Body Fluid|Hematology,2000001167,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51419,1970-01-01,2099-12-31,,3021453,Maps to,Mapped from,1970-01-01,2099-12-31,
FMC-7|Other Body Fluid|Hematology,2000001168,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51420,1970-01-01,2099-12-31,,40760540,Maps to,Mapped from,1970-01-01,2099-12-31,
Macrophage|Other Body Fluid|Hematology,2000001169,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51428,1970-01-01,2099-12-31,,3005087,Maps to,Mapped from,1970-01-01,2099-12-31,
Metamyelocytes|Other Body Fluid|Hematology,2000001170,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51430,1970-01-01,2099-12-31,,3024936,Maps to,Mapped from,1970-01-01,2099-12-31,
Monos|Other Body Fluid|Hematology,2000001171,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51431,1970-01-01,2099-12-31,,3038104,Maps to,Mapped from,1970-01-01,2099-12-31,
Myelocytes|Other Body Fluid|Hematology,2000001172,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51432,1970-01-01,2099-12-31,,3024394,Maps to,Mapped from,1970-01-01,2099-12-31,
NRBC|Other Body Fluid|Hematology,2000001173,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51433,1970-01-01,2099-12-31,,40765177,Maps to,Mapped from,1970-01-01,2099-12-31,
Other Cell|Other Body Fluid|Hematology,2000001174,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51434,1970-01-01,2099-12-31,,3023547,Maps to,Mapped from,1970-01-01,2099-12-31,
Bands|Pleural|Hematology,2000001175,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51441,1970-01-01,2099-12-31,,3017161,Maps to,Mapped from,1970-01-01,2099-12-31,
Blasts|Pleural|Hematology,2000001176,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51443,1970-01-01,2099-12-31,,3028880,Maps to,Mapped from,1970-01-01,2099-12-31,
Eosinophils|Pleural|Hematology,2000001177,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51444,1970-01-01,2099-12-31,,3001893,Maps to,Mapped from,1970-01-01,2099-12-31,
"Hematocrit, Pleural|Pleural|Hematology",2000001178,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51445,1970-01-01,2099-12-31,,42868643,Maps to,Mapped from,1970-01-01,2099-12-31,
Metamyelocytes|Pleural|Hematology,2000001179,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51449,1970-01-01,2099-12-31,,3024936,Maps to,Mapped from,1970-01-01,2099-12-31,
Monos|Pleural|Hematology,2000001180,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51450,1970-01-01,2099-12-31,,3043387,Maps to,Mapped from,1970-01-01,2099-12-31,
Myelocytes|Pleural|Hematology,2000001181,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51451,1970-01-01,2099-12-31,,3024394,Maps to,Mapped from,1970-01-01,2099-12-31,
NRBC|Pleural|Hematology,2000001182,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51452,1970-01-01,2099-12-31,,42868644,Maps to,Mapped from,1970-01-01,2099-12-31,
Other|Pleural|Hematology,2000001183,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51453,1970-01-01,2099-12-31,,3015094,Maps to,Mapped from,1970-01-01,2099-12-31,
"RBC, Pleural|Pleural|Hematology",2000001184,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51457,1970-01-01,2099-12-31,,3028308,Maps to,Mapped from,1970-01-01,2099-12-31,
Blood|Urine|Hematology,2000001185,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51466,1970-01-01,2099-12-31,,3011397,Maps to,Mapped from,1970-01-01,2099-12-31,
Cellular Cast|Urine|Hematology,2000001186,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51471,1970-01-01,2099-12-31,,3042529,Maps to,Mapped from,1970-01-01,2099-12-31,
Eosinophils|Urine|Hematology,2000001187,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51474,1970-01-01,2099-12-31,,3037579,Maps to,Mapped from,1970-01-01,2099-12-31,
Epithelial Casts|Urine|Hematology,2000001188,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51475,1970-01-01,2099-12-31,,3024290,Maps to,Mapped from,1970-01-01,2099-12-31,
Oval Fat Body|Urine|Hematology,2000001189,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51490,1970-01-01,2099-12-31,,3032469,Maps to,Mapped from,1970-01-01,2099-12-31,
RBC Clumps|Urine|Hematology,2000001190,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51495,1970-01-01,2099-12-31,,3033026,Maps to,Mapped from,1970-01-01,2099-12-31,
"Reducing Substances, Urine|Urine|Hematology",2000001191,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51496,1970-01-01,2099-12-31,,3035113,Maps to,Mapped from,1970-01-01,2099-12-31,
Transitional Epithelial Cells|Urine|Hematology,2000001192,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51501,1970-01-01,2099-12-31,,3035851,Maps to,Mapped from,1970-01-01,2099-12-31,
WBC Clumps|Urine|Hematology,2000001193,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51518,1970-01-01,2099-12-31,,3043728,Maps to,Mapped from,1970-01-01,2099-12-31,
Absolute Lymphocyte Count|Blood|Chemistry,2000001194,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51536,1970-01-01,2099-12-31,,3019198,Maps to,Mapped from,1970-01-01,2099-12-31,
Cytomegalovirus Viral Load|Blood|Chemistry,2000001195,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51596,1970-01-01,2099-12-31,,3012381,Maps to,Mapped from,1970-01-01,2099-12-31,
eAG|Blood|Chemistry,2000001196,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51611,1970-01-01,2099-12-31,,3005131,Maps to,Mapped from,1970-01-01,2099-12-31,
Free Calcium|Blood|Chemistry,2000001197,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51622,1970-01-01,2099-12-31,,3021119,Maps to,Mapped from,1970-01-01,2099-12-31,
Hemoglobin|Blood|Chemistry,2000001198,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51638,1970-01-01,2099-12-31,,3000963,Maps to,Mapped from,1970-01-01,2099-12-31,
"Glucose, CSF|Cerebrospinal Fluid|Chemistry",2000001199,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51788,1970-01-01,2099-12-31,,3022548,Maps to,Mapped from,1970-01-01,2099-12-31,
"Total Protein, CSF|Cerebrospinal Fluid|Chemistry",2000001200,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51800,1970-01-01,2099-12-31,,3019473,Maps to,Mapped from,1970-01-01,2099-12-31,
C. diff PCR|Other Body Fluid|Chemistry,2000001201,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51841,1970-01-01,2099-12-31,,40764128,Maps to,Mapped from,1970-01-01,2099-12-31,
Influenza A by PCR|Other Body Fluid|Chemistry,2000001202,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51858,1970-01-01,2099-12-31,,3044938,Maps to,Mapped from,1970-01-01,2099-12-31,
Influenza A by PCR|Other Body Fluid|Chemistry,2000001203,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51859,1970-01-01,2099-12-31,,3044938,Maps to,Mapped from,1970-01-01,2099-12-31,
Influenza B by PCR|Other Body Fluid|Chemistry,2000001204,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51866,1970-01-01,2099-12-31,,3038288,Maps to,Mapped from,1970-01-01,2099-12-31,
Influenza B by PCR|Other Body Fluid|Chemistry,2000001205,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51867,1970-01-01,2099-12-31,,3038288,Maps to,Mapped from,1970-01-01,2099-12-31,
C. diff PCR|Stool|Chemistry,2000001206,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51928,1970-01-01,2099-12-31,,44816714,Maps to,Mapped from,1970-01-01,2099-12-31,
Blood|Urine|Chemistry,2000001207,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51962,1970-01-01,2099-12-31,,3011397,Maps to,Mapped from,1970-01-01,2099-12-31,
Glucose|Urine|Chemistry,2000001208,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51976,1970-01-01,2099-12-31,,3024629,Maps to,Mapped from,1970-01-01,2099-12-31,
Oxycodone|Urine|Chemistry,2000001209,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51984,1970-01-01,2099-12-31,,3000068,Maps to,Mapped from,1970-01-01,2099-12-31,
Estimated GFR (MDRD equation)|Blood|Blood Gas,2000001210,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52021,1970-01-01,2099-12-31,,46236952,Maps to,Mapped from,1970-01-01,2099-12-31,
Base Excess|Fluid|Blood Gas,2000001211,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52033,1970-01-01,2099-12-31,,21490592,Maps to,Mapped from,1970-01-01,2099-12-31,
pCO2|Fluid|Blood Gas,2000001212,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52035,1970-01-01,2099-12-31,,3027480,Maps to,Mapped from,1970-01-01,2099-12-31,
pH|Fluid|Blood Gas,2000001213,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52036,1970-01-01,2099-12-31,,3018672,Maps to,Mapped from,1970-01-01,2099-12-31,
pO2|Fluid|Blood Gas,2000001214,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52037,1970-01-01,2099-12-31,,3010251,Maps to,Mapped from,1970-01-01,2099-12-31,
"Osmolality, Urine|Urine|Blood Gas",2000001215,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52039,1970-01-01,2099-12-31,,3026782,Maps to,Mapped from,1970-01-01,2099-12-31,
"Total Nucleated Cells, Ascites|Ascites|Hematology",2000001216,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52060,1970-01-01,2099-12-31,,3041408,Maps to,Mapped from,1970-01-01,2099-12-31,
Immature Granulocytes|Blood|Hematology,2000001217,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52130,1970-01-01,2099-12-31,,3040168,Maps to,Mapped from,1970-01-01,2099-12-31,
NRBC|Blood|Hematology,2000001218,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52146,1970-01-01,2099-12-31,,40761514,Maps to,Mapped from,1970-01-01,2099-12-31,
RBC Morphology|Blood|Hematology,2000001219,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52166,1970-01-01,2099-12-31,,3014029,Maps to,Mapped from,1970-01-01,2099-12-31,
RDW-SD|Blood|Hematology,2000001220,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52167,1970-01-01,2099-12-31,,3002888,Maps to,Mapped from,1970-01-01,2099-12-31,
Bands|Cerebrospinal Fluid|Hematology,2000001221,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52218,1970-01-01,2099-12-31,,3007905,Maps to,Mapped from,1970-01-01,2099-12-31,
Blasts|Cerebrospinal Fluid|Hematology,2000001222,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52222,1970-01-01,2099-12-31,,3025698,Maps to,Mapped from,1970-01-01,2099-12-31,
Eosinophils|Cerebrospinal Fluid|Hematology,2000001223,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52251,1970-01-01,2099-12-31,,3022640,Maps to,Mapped from,1970-01-01,2099-12-31,
Macrophage|Cerebrospinal Fluid|Hematology,2000001224,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52261,1970-01-01,2099-12-31,,3037871,Maps to,Mapped from,1970-01-01,2099-12-31,
Metamyelocytes|Cerebrospinal Fluid|Hematology,2000001225,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52265,1970-01-01,2099-12-31,,3009788,Maps to,Mapped from,1970-01-01,2099-12-31,
Monocytes|Cerebrospinal Fluid|Hematology,2000001226,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52267,1970-01-01,2099-12-31,,3037577,Maps to,Mapped from,1970-01-01,2099-12-31,
Myelocytes|Cerebrospinal Fluid|Hematology,2000001227,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52269,1970-01-01,2099-12-31,,3021345,Maps to,Mapped from,1970-01-01,2099-12-31,
NRBC|Cerebrospinal Fluid|Hematology,2000001228,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52271,1970-01-01,2099-12-31,,40765178,Maps to,Mapped from,1970-01-01,2099-12-31,
Other|Cerebrospinal Fluid|Hematology,2000001229,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52273,1970-01-01,2099-12-31,,3022840,Maps to,Mapped from,1970-01-01,2099-12-31,
"RBC, CSF|Cerebrospinal Fluid|Hematology",2000001230,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52280,1970-01-01,2099-12-31,,3012986,Maps to,Mapped from,1970-01-01,2099-12-31,
"Total Nucleated Cells, CSF|Cerebrospinal Fluid|Hematology",2000001231,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52281,1970-01-01,2099-12-31,,3041372,Maps to,Mapped from,1970-01-01,2099-12-31,
Blasts|Joint Fluid|Hematology,2000001232,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52289,1970-01-01,2099-12-31,,3028907,Maps to,Mapped from,1970-01-01,2099-12-31,
Myelocytes|Joint Fluid|Hematology,2000001233,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52300,1970-01-01,2099-12-31,,3024394,Maps to,Mapped from,1970-01-01,2099-12-31,
TdT|Bone Marrow|Hematology,2000001234,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52330,1970-01-01,2099-12-31,,3032522,Maps to,Mapped from,1970-01-01,2099-12-31,
Blasts|Other Body Fluid|Hematology,2000001235,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52334,1970-01-01,2099-12-31,,3007708,Maps to,Mapped from,1970-01-01,2099-12-31,
CD55|Other Body Fluid|Hematology,2000001236,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52340,1970-01-01,2099-12-31,,3043265,Maps to,Mapped from,1970-01-01,2099-12-31,
CD59|Other Body Fluid|Hematology,2000001237,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52341,1970-01-01,2099-12-31,,3043227,Maps to,Mapped from,1970-01-01,2099-12-31,
TdT|Other Body Fluid|Hematology,2000001238,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52368,1970-01-01,2099-12-31,,3041975,Maps to,Mapped from,1970-01-01,2099-12-31,
"Total Nucleated Cells, Pleural|Pleural|Hematology",2000001239,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52386,1970-01-01,2099-12-31,,3041079,Maps to,Mapped from,1970-01-01,2099-12-31,
"Chloride, Whole Blood|Blood|Blood Gas",2000001240,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52429,1970-01-01,2099-12-31,,3018572,Maps to,Mapped from,1970-01-01,2099-12-31,
Lactate|Blood|Blood Gas,2000001241,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52437,1970-01-01,2099-12-31,,3047181,Maps to,Mapped from,1970-01-01,2099-12-31,
"Potassium, Whole Blood|Blood|Blood Gas",2000001242,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52447,1970-01-01,2099-12-31,,3005456,Maps to,Mapped from,1970-01-01,2099-12-31,
"Sodium, Whole Blood|Blood|Blood Gas",2000001243,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52450,1970-01-01,2099-12-31,,3000285,Maps to,Mapped from,1970-01-01,2099-12-31,
D-Dimer|Blood|Chemistry,2000001244,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52546,1970-01-01,2099-12-31,,3051714,Maps to,Mapped from,1970-01-01,2099-12-31,
Glucose|Blood|Chemistry,2000001245,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52564,1970-01-01,2099-12-31,,3000483,Maps to,Mapped from,1970-01-01,2099-12-31,
"Albumin, Urine|Urine|Chemistry",2000001246,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52698,1970-01-01,2099-12-31,,3012516,Maps to,Mapped from,1970-01-01,2099-12-31,
"HCG, Urine, Qualitative|Urine|Chemistry",2000001247,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52715,1970-01-01,2099-12-31,,3018954,Maps to,Mapped from,1970-01-01,2099-12-31,
pH|Urine|Chemistry,2000001248,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52725,1970-01-01,2099-12-31,,3015736,Maps to,Mapped from,1970-01-01,2099-12-31,
Absolute Lymphocyte Count|Blood|Hematology,2000001249,mimiciv_meas_lab_loinc,Measurement,Lab Test,,52764,1970-01-01,2099-12-31,,3019198,Maps to,Mapped from,1970-01-01,2099-12-31,
NRBC|Joint Fluid|Hematology,2000001250,mimiciv_meas_lab_loinc,Measurement,Lab Test,,53007,1970-01-01,2099-12-31,,40771130,Maps to,Mapped from,1970-01-01,2099-12-31,
NRBC|Pleural|Hematology,2000001251,mimiciv_meas_lab_loinc,Measurement,Lab Test,,53078,1970-01-01,2099-12-31,,42868644,Maps to,Mapped from,1970-01-01,2099-12-31,
