concept_name,source_concept_id,source_vocabulary_id,source_domain_id,source_concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,target_concept_id,relationship_id,reverse_relationship_id,relationship_valid_start_date,relationship_end_date,invalid_reason_cr
Bite Cells|Blood|Hematology,2000051314,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51147,1970-01-01,2099-12-31,,3005686,Maps to,Mapped from,1970-01-01,2099-12-31,
Blasts|Blood|Hematology,2000051315,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51148,1970-01-01,2099-12-31,,3025159,Maps to,Mapped from,1970-01-01,2099-12-31,
Bleeding Time|Blood|Hematology,2000051316,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51149,1970-01-01,2099-12-31,,3011625,Maps to,Mapped from,1970-01-01,2099-12-31,
Blood Parasite Smear|Blood|Hematology,2000051317,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51150,1970-01-01,2099-12-31,,37019529,Maps to,Mapped from,1970-01-01,2099-12-31,
CD10|Blood|Hematology,2000051318,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51152,1970-01-01,2099-12-31,,3010287,Maps to,Mapped from,1970-01-01,2099-12-31,
CD103|Blood|Hematology,2000051319,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51153,1970-01-01,2099-12-31,,3018791,Maps to,Mapped from,1970-01-01,2099-12-31,
CD117|Blood|Hematology,2000051320,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51154,1970-01-01,2099-12-31,,3026595,Maps to,Mapped from,1970-01-01,2099-12-31,
CD11c|Blood|Hematology,2000051321,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51155,1970-01-01,2099-12-31,,3009295,Maps to,Mapped from,1970-01-01,2099-12-31,
CD13|Blood|Hematology,2000051322,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51156,1970-01-01,2099-12-31,,3025842,Maps to,Mapped from,1970-01-01,2099-12-31,
CD138|Blood|Hematology,2000051323,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51157,1970-01-01,2099-12-31,,3031831,Maps to,Mapped from,1970-01-01,2099-12-31,
CD14|Blood|Hematology,2000051324,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51158,1970-01-01,2099-12-31,,3026992,Maps to,Mapped from,1970-01-01,2099-12-31,
CD15|Blood|Hematology,2000051325,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51159,1970-01-01,2099-12-31,,3010143,Maps to,Mapped from,1970-01-01,2099-12-31,
CD16|Blood|Hematology,2000051326,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51161,1970-01-01,2099-12-31,,3010201,Maps to,Mapped from,1970-01-01,2099-12-31,
CD16/56 Absolute Count|Blood|Hematology,2000051327,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51162,1970-01-01,2099-12-31,,3020358,Maps to,Mapped from,1970-01-01,2099-12-31,
CD16/56%|Blood|Hematology,2000051328,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51163,1970-01-01,2099-12-31,,3015455,Maps to,Mapped from,1970-01-01,2099-12-31,
CD19|Blood|Hematology,2000051329,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51164,1970-01-01,2099-12-31,,3016228,Maps to,Mapped from,1970-01-01,2099-12-31,
CD19 %|Blood|Hematology,2000051330,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51165,1970-01-01,2099-12-31,,3016228,Maps to,Mapped from,1970-01-01,2099-12-31,
CD19 Absolute Count|Blood|Hematology,2000051331,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51166,1970-01-01,2099-12-31,,3010503,Maps to,Mapped from,1970-01-01,2099-12-31,
CD2|Blood|Hematology,2000051332,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51167,1970-01-01,2099-12-31,,3021562,Maps to,Mapped from,1970-01-01,2099-12-31,
CD20|Blood|Hematology,2000051333,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51168,1970-01-01,2099-12-31,,3022878,Maps to,Mapped from,1970-01-01,2099-12-31,
CD20 %|Blood|Hematology,2000051334,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51169,1970-01-01,2099-12-31,,3022878,Maps to,Mapped from,1970-01-01,2099-12-31,
CD20 Absolute Count|Blood|Hematology,2000051335,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51170,1970-01-01,2099-12-31,,3018071,Maps to,Mapped from,1970-01-01,2099-12-31,
CD22|Blood|Hematology,2000051336,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51171,1970-01-01,2099-12-31,,3022703,Maps to,Mapped from,1970-01-01,2099-12-31,
CD23|Blood|Hematology,2000051337,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51172,1970-01-01,2099-12-31,,3025559,Maps to,Mapped from,1970-01-01,2099-12-31,
CD25|Blood|Hematology,2000051338,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51173,1970-01-01,2099-12-31,,3011497,Maps to,Mapped from,1970-01-01,2099-12-31,
CD3 %|Blood|Hematology,2000051339,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51174,1970-01-01,2099-12-31,,3022533,Maps to,Mapped from,1970-01-01,2099-12-31,
CD3 Absolute Count|Blood|Hematology,2000051340,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51175,1970-01-01,2099-12-31,,3011412,Maps to,Mapped from,1970-01-01,2099-12-31,
"CD3 Cells, Percent|Blood|Hematology",2000051341,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51176,1970-01-01,2099-12-31,,3022533,Maps to,Mapped from,1970-01-01,2099-12-31,
CD33|Blood|Hematology,2000051342,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51177,1970-01-01,2099-12-31,,3006501,Maps to,Mapped from,1970-01-01,2099-12-31,
CD34|Blood|Hematology,2000051343,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51178,1970-01-01,2099-12-31,,3023256,Maps to,Mapped from,1970-01-01,2099-12-31,
CD38|Blood|Hematology,2000051344,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51179,1970-01-01,2099-12-31,,3019183,Maps to,Mapped from,1970-01-01,2099-12-31,
"CD4 Cells, Percent|Blood|Hematology",2000051345,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51180,1970-01-01,2099-12-31,,3014037,Maps to,Mapped from,1970-01-01,2099-12-31,
CD4/CD8 Ratio|Blood|Hematology,2000051346,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51181,1970-01-01,2099-12-31,,40757349,Maps to,Mapped from,1970-01-01,2099-12-31,
CD41|Blood|Hematology,2000051347,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51182,1970-01-01,2099-12-31,,3021854,Maps to,Mapped from,1970-01-01,2099-12-31,
CD45|Blood|Hematology,2000051348,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51183,1970-01-01,2099-12-31,,3023116,Maps to,Mapped from,1970-01-01,2099-12-31,
CD5|Blood|Hematology,2000051349,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51184,1970-01-01,2099-12-31,,3020383,Maps to,Mapped from,1970-01-01,2099-12-31,
CD5 %|Blood|Hematology,2000051350,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51185,1970-01-01,2099-12-31,,3020383,Maps to,Mapped from,1970-01-01,2099-12-31,
CD5 Absolute Count|Blood|Hematology,2000051351,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51186,1970-01-01,2099-12-31,,3018627,Maps to,Mapped from,1970-01-01,2099-12-31,
CD55|Blood|Hematology,2000051352,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51187,1970-01-01,2099-12-31,,3007166,Maps to,Mapped from,1970-01-01,2099-12-31,
CD56|Blood|Hematology,2000051353,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51188,1970-01-01,2099-12-31,,3005460,Maps to,Mapped from,1970-01-01,2099-12-31,
CD57|Blood|Hematology,2000051354,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51189,1970-01-01,2099-12-31,,3004291,Maps to,Mapped from,1970-01-01,2099-12-31,
CD59|Blood|Hematology,2000051355,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51190,1970-01-01,2099-12-31,,3026461,Maps to,Mapped from,1970-01-01,2099-12-31,
CD64|Blood|Hematology,2000051356,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51191,1970-01-01,2099-12-31,,3027120,Maps to,Mapped from,1970-01-01,2099-12-31,
CD7|Blood|Hematology,2000051357,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51192,1970-01-01,2099-12-31,,3003255,Maps to,Mapped from,1970-01-01,2099-12-31,
CD71|Blood|Hematology,2000051358,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51193,1970-01-01,2099-12-31,,3002153,Maps to,Mapped from,1970-01-01,2099-12-31,
"CD8 Cells, Percent|Blood|Hematology",2000051359,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51194,1970-01-01,2099-12-31,,3007449,Maps to,Mapped from,1970-01-01,2099-12-31,
Collagen|Blood|Hematology,2000051360,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51195,1970-01-01,2099-12-31,,21491241,Maps to,Mapped from,1970-01-01,2099-12-31,
D-Dimer|Blood|Hematology,2000051361,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51196,1970-01-01,2099-12-31,,3051714,Maps to,Mapped from,1970-01-01,2099-12-31,
Elliptocytes|Blood|Hematology,2000051362,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51197,1970-01-01,2099-12-31,,3000493,Maps to,Mapped from,1970-01-01,2099-12-31,
Envelope Cells|Blood|Hematology,2000051363,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51198,1970-01-01,2099-12-31,,3017196,Maps to,Mapped from,1970-01-01,2099-12-31,
Eosinophil Count|Blood|Hematology,2000051364,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51199,1970-01-01,2099-12-31,,3028615,Maps to,Mapped from,1970-01-01,2099-12-31,
Eosinophils|Blood|Hematology,2000051365,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51200,1970-01-01,2099-12-31,,3010457,Maps to,Mapped from,1970-01-01,2099-12-31,
Epinepherine|Blood|Hematology,2000051366,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51201,1970-01-01,2099-12-31,,3008625,Maps to,Mapped from,1970-01-01,2099-12-31,
Factor II|Blood|Hematology,2000051367,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51202,1970-01-01,2099-12-31,,3005353,Maps to,Mapped from,1970-01-01,2099-12-31,
Factor IX|Blood|Hematology,2000051368,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51203,1970-01-01,2099-12-31,,3006109,Maps to,Mapped from,1970-01-01,2099-12-31,
Factor V|Blood|Hematology,2000051369,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51204,1970-01-01,2099-12-31,,3005757,Maps to,Mapped from,1970-01-01,2099-12-31,
Factor VII|Blood|Hematology,2000051370,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51205,1970-01-01,2099-12-31,,3011547,Maps to,Mapped from,1970-01-01,2099-12-31,
Factor VIII|Blood|Hematology,2000051371,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51206,1970-01-01,2099-12-31,,3019250,Maps to,Mapped from,1970-01-01,2099-12-31,
Factor VIII Inhibitor|Blood|Hematology,2000051372,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51207,1970-01-01,2099-12-31,,3024942,Maps to,Mapped from,1970-01-01,2099-12-31,
Factor X|Blood|Hematology,2000051373,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51208,1970-01-01,2099-12-31,,3004409,Maps to,Mapped from,1970-01-01,2099-12-31,
Factor XI|Blood|Hematology,2000051374,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51209,1970-01-01,2099-12-31,,3001850,Maps to,Mapped from,1970-01-01,2099-12-31,
Factor XII|Blood|Hematology,2000051375,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51210,1970-01-01,2099-12-31,,3002348,Maps to,Mapped from,1970-01-01,2099-12-31,
Factor XIII|Blood|Hematology,2000051376,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51211,1970-01-01,2099-12-31,,3020066,Maps to,Mapped from,1970-01-01,2099-12-31,
Fetal Hemoglobin|Blood|Hematology,2000051377,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51212,1970-01-01,2099-12-31,,3018738,Maps to,Mapped from,1970-01-01,2099-12-31,
Fibrin Degradation Products|Blood|Hematology,2000051378,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51213,1970-01-01,2099-12-31,,3000401,Maps to,Mapped from,1970-01-01,2099-12-31,
"Fibrinogen, Functional|Blood|Hematology",2000051379,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51214,1970-01-01,2099-12-31,,3016407,Maps to,Mapped from,1970-01-01,2099-12-31,
FMC-7|Blood|Hematology,2000051380,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51215,1970-01-01,2099-12-31,,3003047,Maps to,Mapped from,1970-01-01,2099-12-31,
Fragmented Cells|Blood|Hematology,2000051381,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51216,1970-01-01,2099-12-31,,3028468,Maps to,Mapped from,1970-01-01,2099-12-31,
Glyco A|Blood|Hematology,2000051382,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51217,1970-01-01,2099-12-31,,3037918,Maps to,Mapped from,1970-01-01,2099-12-31,
Granulocyte Count|Blood|Hematology,2000051383,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51218,1970-01-01,2099-12-31,,3035715,Maps to,Mapped from,1970-01-01,2099-12-31,
H/O Smear|Blood|Hematology,2000051384,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51219,1970-01-01,2099-12-31,,3018760,Maps to,Mapped from,1970-01-01,2099-12-31,
Heinz Body Prep|Blood|Hematology,2000051385,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51220,1970-01-01,2099-12-31,,3022613,Maps to,Mapped from,1970-01-01,2099-12-31,
Hematocrit|Blood|Hematology,2000051386,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51221,1970-01-01,2099-12-31,,3023314,Maps to,Mapped from,1970-01-01,2099-12-31,
Hemoglobin|Blood|Hematology,2000051387,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51222,1970-01-01,2099-12-31,,3000963,Maps to,Mapped from,1970-01-01,2099-12-31,
Hemoglobin A2|Blood|Hematology,2000051388,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51223,1970-01-01,2099-12-31,,3020784,Maps to,Mapped from,1970-01-01,2099-12-31,
Hemoglobin C|Blood|Hematology,2000051389,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51224,1970-01-01,2099-12-31,,3001258,Maps to,Mapped from,1970-01-01,2099-12-31,
Hemoglobin F|Blood|Hematology,2000051390,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51225,1970-01-01,2099-12-31,,3018738,Maps to,Mapped from,1970-01-01,2099-12-31,
Hemogloblin A|Blood|Hematology,2000051391,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51226,1970-01-01,2099-12-31,,3020428,Maps to,Mapped from,1970-01-01,2099-12-31,
Hemogloblin S|Blood|Hematology,2000051392,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51227,1970-01-01,2099-12-31,,3005081,Maps to,Mapped from,1970-01-01,2099-12-31,
Heparin|Blood|Hematology,2000051393,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51228,1970-01-01,2099-12-31,,40769146,Maps to,Mapped from,1970-01-01,2099-12-31,
"Heparin, LMW|Blood|Hematology",2000051394,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51229,1970-01-01,2099-12-31,,3045452,Maps to,Mapped from,1970-01-01,2099-12-31,
HLA-DR|Blood|Hematology,2000051395,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51230,1970-01-01,2099-12-31,,3047187,Maps to,Mapped from,1970-01-01,2099-12-31,
Howell-Jolly Bodies|Blood|Hematology,2000051396,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51231,1970-01-01,2099-12-31,,3002620,Maps to,Mapped from,1970-01-01,2099-12-31,
Hypersegmented Neutrophils|Blood|Hematology,2000051397,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51232,1970-01-01,2099-12-31,,3009864,Maps to,Mapped from,1970-01-01,2099-12-31,
Hypochromia|Blood|Hematology,2000051398,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51233,1970-01-01,2099-12-31,,3021303,Maps to,Mapped from,1970-01-01,2099-12-31,
Immunophenotyping|Blood|Hematology,2000051399,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51234,1970-01-01,2099-12-31,,40758359,Maps to,Mapped from,1970-01-01,2099-12-31,
Inhibitor Screen|Blood|Hematology,2000051400,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51235,1970-01-01,2099-12-31,,3041789,Maps to,Mapped from,1970-01-01,2099-12-31,
Inpatient Hematology/Oncology Smear|Blood|Hematology,2000051401,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51236,1970-01-01,2099-12-31,,3018760,Maps to,Mapped from,1970-01-01,2099-12-31,
INR(PT)|Blood|Hematology,2000051402,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51237,1970-01-01,2099-12-31,,3022217,Maps to,Mapped from,1970-01-01,2099-12-31,
Kappa|Blood|Hematology,2000051403,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51238,1970-01-01,2099-12-31,,3007672,Maps to,Mapped from,1970-01-01,2099-12-31,
Lambda|Blood|Hematology,2000051404,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51239,1970-01-01,2099-12-31,,3034226,Maps to,Mapped from,1970-01-01,2099-12-31,
Large Platelets|Blood|Hematology,2000051405,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51240,1970-01-01,2099-12-31,,3034118,Maps to,Mapped from,1970-01-01,2099-12-31,
Leukocyte Alkaline Phosphatase|Blood|Hematology,2000051406,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51241,1970-01-01,2099-12-31,,3004218,Maps to,Mapped from,1970-01-01,2099-12-31,
LUC|Blood|Hematology,2000051407,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51242,1970-01-01,2099-12-31,,3010224,Maps to,Mapped from,1970-01-01,2099-12-31,
Lupus Anticoagulant|Blood|Hematology,2000051408,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51243,1970-01-01,2099-12-31,,3027184,Maps to,Mapped from,1970-01-01,2099-12-31,
Lymphocytes|Blood|Hematology,2000051409,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51244,1970-01-01,2099-12-31,,3037511,Maps to,Mapped from,1970-01-01,2099-12-31,
"Lymphocytes, Percent|Blood|Hematology",2000051410,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51245,1970-01-01,2099-12-31,,3037511,Maps to,Mapped from,1970-01-01,2099-12-31,
Macrocytes|Blood|Hematology,2000051411,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51246,1970-01-01,2099-12-31,,3005707,Maps to,Mapped from,1970-01-01,2099-12-31,
MacroOvalocytes|Blood|Hematology,2000051412,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51247,1970-01-01,2099-12-31,,3010950,Maps to,Mapped from,1970-01-01,2099-12-31,
MCH|Blood|Hematology,2000051413,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51248,1970-01-01,2099-12-31,,3012030,Maps to,Mapped from,1970-01-01,2099-12-31,
MCHC|Blood|Hematology,2000051414,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51249,1970-01-01,2099-12-31,,3009744,Maps to,Mapped from,1970-01-01,2099-12-31,
MCV|Blood|Hematology,2000051415,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51250,1970-01-01,2099-12-31,,3023599,Maps to,Mapped from,1970-01-01,2099-12-31,
Metamyelocytes|Blood|Hematology,2000051416,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51251,1970-01-01,2099-12-31,,3002179,Maps to,Mapped from,1970-01-01,2099-12-31,
Microcytes|Blood|Hematology,2000051417,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51252,1970-01-01,2099-12-31,,3025639,Maps to,Mapped from,1970-01-01,2099-12-31,
Monocyte Count|Blood|Hematology,2000051418,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51253,1970-01-01,2099-12-31,,3033575,Maps to,Mapped from,1970-01-01,2099-12-31,
Monocytes|Blood|Hematology,2000051419,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51254,1970-01-01,2099-12-31,,3011948,Maps to,Mapped from,1970-01-01,2099-12-31,
Myelocytes|Blood|Hematology,2000051420,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51255,1970-01-01,2099-12-31,,3017181,Maps to,Mapped from,1970-01-01,2099-12-31,
Neutrophils|Blood|Hematology,2000051421,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51256,1970-01-01,2099-12-31,,3008342,Maps to,Mapped from,1970-01-01,2099-12-31,
Nucleated Red Cells|Blood|Hematology,2000051422,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51257,1970-01-01,2099-12-31,,40761514,Maps to,Mapped from,1970-01-01,2099-12-31,
Osmotic Fragility|Blood|Hematology,2000051423,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51258,1970-01-01,2099-12-31,,3032605,Maps to,Mapped from,1970-01-01,2099-12-31,
Other Cells|Blood|Hematology,2000051424,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51259,1970-01-01,2099-12-31,,3013727,Maps to,Mapped from,1970-01-01,2099-12-31,
Ovalocytes|Blood|Hematology,2000051425,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51260,1970-01-01,2099-12-31,,3027920,Maps to,Mapped from,1970-01-01,2099-12-31,
Pappenheimer Bodies|Blood|Hematology,2000051426,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51261,1970-01-01,2099-12-31,,3019761,Maps to,Mapped from,1970-01-01,2099-12-31,
Pencil Cells|Blood|Hematology,2000051427,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51262,1970-01-01,2099-12-31,,3011151,Maps to,Mapped from,1970-01-01,2099-12-31,
Plasma Cells|Blood|Hematology,2000051428,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51263,1970-01-01,2099-12-31,,3018718,Maps to,Mapped from,1970-01-01,2099-12-31,
Platelet Clumps|Blood|Hematology,2000051429,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51264,1970-01-01,2099-12-31,,3035460,Maps to,Mapped from,1970-01-01,2099-12-31,
Platelet Count|Blood|Hematology,2000051430,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51265,1970-01-01,2099-12-31,,3024929,Maps to,Mapped from,1970-01-01,2099-12-31,
Platelet Smear|Blood|Hematology,2000051431,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51266,1970-01-01,2099-12-31,,3033641,Maps to,Mapped from,1970-01-01,2099-12-31,
Poikilocytosis|Blood|Hematology,2000051432,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51267,1970-01-01,2099-12-31,,3011368,Maps to,Mapped from,1970-01-01,2099-12-31,
Polychromasia|Blood|Hematology,2000051433,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51268,1970-01-01,2099-12-31,,3011987,Maps to,Mapped from,1970-01-01,2099-12-31,
Promyelocytes|Blood|Hematology,2000051434,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51269,1970-01-01,2099-12-31,,3011587,Maps to,Mapped from,1970-01-01,2099-12-31,
"Protein C, Antigen|Blood|Hematology",2000051435,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51270,1970-01-01,2099-12-31,,3002022,Maps to,Mapped from,1970-01-01,2099-12-31,
"Protein C, Functional|Blood|Hematology",2000051436,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51271,1970-01-01,2099-12-31,,3020287,Maps to,Mapped from,1970-01-01,2099-12-31,
"Protein S, Antigen|Blood|Hematology",2000051437,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51272,1970-01-01,2099-12-31,,3037201,Maps to,Mapped from,1970-01-01,2099-12-31,
"Protein S, Functional|Blood|Hematology",2000051438,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51273,1970-01-01,2099-12-31,,3036669,Maps to,Mapped from,1970-01-01,2099-12-31,
PT|Blood|Hematology,2000051439,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51274,1970-01-01,2099-12-31,,3034426,Maps to,Mapped from,1970-01-01,2099-12-31,
PTT|Blood|Hematology,2000051440,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51275,1970-01-01,2099-12-31,,3018677,Maps to,Mapped from,1970-01-01,2099-12-31,
Quantitative G6PD|Blood|Hematology,2000051441,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51276,1970-01-01,2099-12-31,,3003994,Maps to,Mapped from,1970-01-01,2099-12-31,
RDW|Blood|Hematology,2000051442,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51277,1970-01-01,2099-12-31,,3019897,Maps to,Mapped from,1970-01-01,2099-12-31,
Red Blood Cell Fragments|Blood|Hematology,2000051443,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51278,1970-01-01,2099-12-31,,3019880,Maps to,Mapped from,1970-01-01,2099-12-31,
Red Blood Cells|Blood|Hematology,2000051444,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51279,1970-01-01,2099-12-31,,3020416,Maps to,Mapped from,1970-01-01,2099-12-31,
Reptilase Time|Blood|Hematology,2000051445,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51280,1970-01-01,2099-12-31,,3005308,Maps to,Mapped from,1970-01-01,2099-12-31,
Reptilase Time Control|Blood|Hematology,2000051446,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51281,1970-01-01,2099-12-31,,3011893,Maps to,Mapped from,1970-01-01,2099-12-31,
"Reticulocyte Count, Absolute|Blood|Hematology",2000051447,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51282,1970-01-01,2099-12-31,,3023520,Maps to,Mapped from,1970-01-01,2099-12-31,
"Reticulocyte Count, Automated|Blood|Hematology",2000051448,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51283,1970-01-01,2099-12-31,,40763528,Maps to,Mapped from,1970-01-01,2099-12-31,
"Reticulocyte Count, Manual|Blood|Hematology",2000051449,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51284,1970-01-01,2099-12-31,,3041154,Maps to,Mapped from,1970-01-01,2099-12-31,
"Reticulocyte, Cellular Hemoglobin|Blood|Hematology",2000051450,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51285,1970-01-01,2099-12-31,,46234968,Maps to,Mapped from,1970-01-01,2099-12-31,
Ristocetin|Blood|Hematology,2000051451,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51286,1970-01-01,2099-12-31,,3027990,Maps to,Mapped from,1970-01-01,2099-12-31,
Schistocytes|Blood|Hematology,2000051452,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51287,1970-01-01,2099-12-31,,3019880,Maps to,Mapped from,1970-01-01,2099-12-31,
Sedimentation Rate|Blood|Hematology,2000051453,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51288,1970-01-01,2099-12-31,,3013707,Maps to,Mapped from,1970-01-01,2099-12-31,
Serum Viscosity|Blood|Hematology,2000051454,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51289,1970-01-01,2099-12-31,,3010493,Maps to,Mapped from,1970-01-01,2099-12-31,
