linksto,itemid,label,source_code,source_vocabulary_id,source_domain_id,source_concept_id,source_concept_name,target_vocabulary_id,target_domain_id,target_concept_id,target_concept_name,target_standard_concept
chartevents,225786,Sheath Dressing Type,Sheath Dressing Type,,,,,,,,,
chartevents,225787,Trauma Line Dressing Type,Trauma Line Dressing Type,,,,,,,,,
chartevents,225788,Triple Introducer Dressing Type,Triple Introducer Dressing Type,,,,,,,,,
chartevents,225790,Site cleaned with ChloraPrep(TM) (PICC),Site cleaned with ChloraPrep(TM) (PICC),,,,,,,,,
chartevents,225806,Volume In (PD),Volume In (PD),,,,,,,,,
chartevents,225807,Volume Out (PD),Volume Out (PD),,,,,,,,,
chartevents,225810,Dwell Time (Peritoneal Dialysis),Dwell Time (Peritoneal Dialysis),,,,,,,,,
chartevents,225811,CV - past medical history,CV - past medical history,,,,,,,,,
chartevents,225813,Baseline pain level,Baseline pain level,,,,,,,,,
chartevents,225949,NIV Mask,NIV Mask,,,,,,,,,
chartevents,225951,Peritoneal Dialysis Fluid Appearance,Peritoneal Dialysis Fluid Appearance,,,,,,,,,
chartevents,225952,Medication Added #1 (Peritoneal Dialysis),Medication Added #1 (Peritoneal Dialysis),,,,,,,,,
chartevents,225953,Solution (Peritoneal Dialysis),Solution (Peritoneal Dialysis),,,,,,,,,
chartevents,225954,Dialysis Access Type,Dialysis Access Type,,,,,,,,,
chartevents,225956,Reason for CRRT Filter Change,Reason for CRRT Filter Change,,,,,,,,,
chartevents,225958,Heparin Concentration (units/mL),Heparin Concentration (units/mL),,,,,,,,,
chartevents,225959,Medication Added Amount  #1 (Peritoneal Dialysis),Medication Added Amount  #1 (Peritoneal Dialysis),,,,,,,,,
chartevents,225961,Medication Added Units #1 (Peritoneal Dialysis),Medication Added Units #1 (Peritoneal Dialysis),,,,,,,,,
chartevents,225963,Peritoneal Dialysis Catheter Type,Peritoneal Dialysis Catheter Type,,,,,,,,,
chartevents,225965,Peritoneal Dialysis Catheter Status,Peritoneal Dialysis Catheter Status,,,,,,,,,
chartevents,225976,Replacement Fluid,Replacement Fluid,,,,,,,,,
chartevents,225977,Dialysate Fluid,Dialysate Fluid,,,,,,,,,
chartevents,225978,Slope,Slope,,,,,,,,,
chartevents,225979,IABP Size,IABP Size,,,,,,,,,
chartevents,225980,IABP Volume,IABP Volume,,,,,,,,,
chartevents,225981,IABP Alarms Activated,IABP Alarms Activated,,,,,,,,,
chartevents,225982,IABP Balloon Waveform,IABP Balloon Waveform,,,,,,,,,
chartevents,225984,IABP Trigger,IABP Trigger,,,,,,,,,
chartevents,225985,IABP Helium Tubing,IABP Helium Tubing,,,,,,,,,
chartevents,225986,IABP Arterial Waveform Source,IABP Arterial Waveform Source,,,,,,,,,
chartevents,225987,IABP Power Source,IABP Power Source,,,,,,,,,
chartevents,225988,IABP Position on leg,IABP Position on leg,,,,,,,,,
chartevents,225989,Pericardial Drain Aspiration,Pericardial Drain Aspiration,,,,,,,,,
chartevents,225990,Pericardial Drain Flush,Pericardial Drain Flush,,,,,,,,,
chartevents,226005,Sterile field maintained throughout procedure (CVL),Sterile field maintained throughout procedure (CVL),,,,,,,,,
chartevents,226007,Number of operators (PA line),Number of operators (PA line),,,,,,,,,
chartevents,226008,Arterial line sutured,Arterial line sutured,,,,,,,,,
chartevents,226009,Dressing applied and dated (THCEN),Dressing applied and dated (THCEN),,,,,,,,,
chartevents,226010,Number of operators (PACEN),Number of operators (PACEN),,,,,,,,,
chartevents,226011,Number of attempts (PACEN),Number of attempts (PACEN),,,,,,,,,
chartevents,226012,Dressing applied and dated (PACEN),Dressing applied and dated (PACEN),,,,,,,,,
chartevents,226014,Dressing applied and dated (LP),Dressing applied and dated (LP),,,,,,,,,
chartevents,226062,Venous CO2 Pressure,Venous CO2 Pressure,,,,,,,,,
chartevents,226063,Venous O2 Pressure,Venous O2 Pressure,,,,,,,,,
chartevents,226064,ZVancomycin (Trough),ZVancomycin (Trough),,,,,,,,,
chartevents,226065,ZVancomycin (Random),ZVancomycin (Random),,,,,,,,,
chartevents,226066,ZTobramycin (Trough),ZTobramycin (Trough),,,,,,,,,
chartevents,226067,ZTobramycin (Random),ZTobramycin (Random),,,,,,,,,
chartevents,226068,ZGentamicin (Trough),ZGentamicin (Trough),,,,,,,,,
chartevents,226069,ZGentamicin (Random),ZGentamicin (Random),,,,,,,,,
chartevents,226092,Orthostatic BPd lying,Orthostatic BPd lying,,,,,,,,,
chartevents,226094,Orthostatic BPd sitting,Orthostatic BPd sitting,,,,,,,,,
chartevents,226096,Orthostatic BPd standing,Orthostatic BPd standing,,,,,,,,,
chartevents,226104,Level of Consciousness,Level of Consciousness,,,,,,,,,
chartevents,226105,Behavior,Behavior,,,,,,,,,
chartevents,226107,Arterial Line placed in outside facility,Arterial Line placed in outside facility,,,,,,,,,
chartevents,226108,CCO PAC placed in outside facility,CCO PAC placed in outside facility,,,,,,,,,
chartevents,226109,Cordis/Introducer placed in outside facility,Cordis/Introducer placed in outside facility,,,,,,,,,
chartevents,226110,IABP placed in outside facility,IABP placed in outside facility,,,,,,,,,
chartevents,226112,Midline placed in outside facility,Midline placed in outside facility,,,,,,,,,
chartevents,226113,Multi Lumen placed in outside facility,Multi Lumen placed in outside facility,,,,,,,,,
chartevents,226114,PA Catheter placed in outside facility,PA Catheter placed in outside facility,,,,,,,,,
chartevents,226115,PICC Line placed in outside facility,PICC Line placed in outside facility,,,,,,,,,
chartevents,226116,Presep Catheter placed in outside facility,Presep Catheter placed in outside facility,,,,,,,,,
chartevents,226117,Sheath placed in outside facility,Sheath placed in outside facility,,,,,,,,,
chartevents,226118,Dialysis Catheter placed in outside facility,Dialysis Catheter placed in outside facility,,,,,,,,,
chartevents,226119,Trauma Line placed in outside facility,Trauma Line placed in outside facility,,,,,,,,,
chartevents,226120,Triple Introducer placed in outside facility,Triple Introducer placed in outside facility,,,,,,,,,
chartevents,226121,Tunneled (Hickman) placed in outside facility,Tunneled (Hickman) placed in outside facility,,,,,,,,,
chartevents,226122,Pheresis Catheter placed in outside facility,Pheresis Catheter placed in outside facility,,,,,,,,,
chartevents,226125,ICP Line Discontinued,ICP Line Discontinued,,,,,,,,,
chartevents,226127,ICP Line Dressing Type,ICP Line Dressing Type,,,,,,,,,
chartevents,226129,ICP Line placed in outside facility,ICP Line placed in outside facility,,,,,,,,,
chartevents,226130,ICP Line Site Appear,ICP Line Site Appear,,,,,,,,,
chartevents,226131,ICP Line Tip Cultured,ICP Line Tip Cultured,,,,,,,,,
chartevents,226133,ICP Line Waveform Appear,ICP Line Waveform Appear,,,,,,,,,
chartevents,226134,ICP Line Zero/Calibrate,ICP Line Zero/Calibrate,,,,,,,,,
chartevents,226135,14 Gauge placed in outside facility,14 Gauge placed in outside facility,,,,,,,,,
chartevents,226136,16 Gauge placed in outside facility,16 Gauge placed in outside facility,,,,,,,,,
chartevents,226137,18 Gauge placed in outside facility,18 Gauge placed in outside facility,,,,,,,,,
chartevents,226138,20 Gauge placed in outside facility,20 Gauge placed in outside facility,,,,,,,,,
chartevents,226139,22 Gauge placed in outside facility,22 Gauge placed in outside facility,,,,,,,,,
chartevents,226140,RIC placed in outside facility,RIC placed in outside facility,,,,,,,,,
chartevents,226161,Sterile field maintained throughout procedure (PICC),Sterile field maintained throughout procedure (PICC),,,,,,,,,
chartevents,226162,Sterile field maintained throughout procedure (PA line),Sterile field maintained throughout procedure (PA line),,,,,,,,,
chartevents,226164,Sterile field maintained throughout procedure (A-Line),Sterile field maintained throughout procedure (A-Line),,,,,,,,,
chartevents,226166,No Complications (Intubation),No Complications (Intubation),,,,,,,,,
chartevents,226168,Oral Care,Oral Care,,,,,,,,,
chartevents,226169,Subglottal Suctioning,Subglottal Suctioning,,,,,,,,,
chartevents,226170,Head of Bed Measurement,Head of Bed Measurement,,,,,,,,,
chartevents,226180,Sexuality / reproductive problems,Sexuality / reproductive problems,,,,,,,,,
chartevents,226183,Estimated Energy Needs/Kg,Estimated Energy Needs/Kg,,,,,,,,,
chartevents,226184,Estimated Protein Needs/Kg,Estimated Protein Needs/Kg,,,,,,,,,
chartevents,226185,ICU Consent Signed,ICU Consent Signed,,,,,,,,,
chartevents,226188,Timeout Performed by (Intubation),Timeout Performed by (Intubation),,,,,,,,,
chartevents,226189,Patient identified correctly by 2 means (Intubation),Patient identified correctly by 2 means (Intubation),,,,,,,,,
chartevents,226190,Hand Cleansing prior to procedure (Intubation),Hand Cleansing prior to procedure (Intubation),,,,,,,,,
chartevents,226191,Barrier precautions in place (Intubation),Barrier precautions in place (Intubation),,,,,,,,,
chartevents,226226,Enteral Nutriton Residuals,Enteral Nutriton Residuals,,,,,,,,,
chartevents,226228,Gender,Gender,,,,,,,,,
chartevents,226230,Attending/Supervisor is Clinician Operator (CVL),Attending/Supervisor is Clinician Operator (CVL),,,,,,,,,
chartevents,226232,Present during key moments and agree with checklist (CVL),Present during key moments and agree with checklist (CVL),,,,,,,,,
chartevents,226239,Number of operators (PICC),Number of operators (PICC),,,,,,,,,
chartevents,226253,SpO2 Desat Limit,SpO2 Desat Limit,,,,,,,,,
chartevents,226259,ZOn Pressors,ZOn Pressors,,,,,,,,,
chartevents,226260,Mechanically Ventilated,Mechanically Ventilated,,,,,,,,,
chartevents,226272,EF (CCO),EF (CCO),,,,,,,,,
chartevents,226329,Blood Temperature CCO (C),Blood Temperature CCO (C),,,,,,,,,
chartevents,226429,ETT Type (Intubation),ETT Type (Intubation),,,,,,,,,
chartevents,226430,Complications (Intubation),Complications (Intubation),,,,,,,,,
chartevents,226431,Verification of (Intubation),Verification of (Intubation),,,,,,,,,
chartevents,226432,Drugs (Intubation),Drugs (Intubation),,,,,,,,,
chartevents,226439,Complications (PACEN),Complications (PACEN),,,,,,,,,
chartevents,226443,Complications (LP),Complications (LP),,,,,,,,,
chartevents,226457,Ultrafiltrate Output,Ultrafiltrate Output,,,,,,,,,
chartevents,226473,Blood Transfusion Consent,Blood Transfusion Consent,,,,,,,,,
chartevents,226479,Ectopy Type 2,Ectopy Type 2,,,,,,,,,
chartevents,226480,Ectopy Frequency 2,Ectopy Frequency 2,,,,,,,,,
chartevents,226499,Hemodialysis Output,Hemodialysis Output,,,,,,,,,
chartevents,226504,Phenytoin (Free),Phenytoin (Free),,,,,,,,,
chartevents,226512,Admission Weight (Kg),Admission Weight (Kg),,,,,,,,,
chartevents,226523,Barrier precautions in place (A-Line),Barrier precautions in place (A-Line),,,,,,,,,
chartevents,226524,Complications (A-Line),Complications (A-Line),,,,,,,,,
chartevents,226525,Indications (A-Line),Indications (A-Line),,,,,,,,,
chartevents,226526,Patient identified correctly (A-Line),Patient identified correctly (A-Line),,,,,,,,,
chartevents,226527,Timeout performed by (A-Line),Timeout performed by (A-Line),,,,,,,,,
chartevents,226528,Verification of (A-Line),Verification of (A-Line),,,,,,,,,
chartevents,226531,Admission Weight (lbs.),Admission Weight (lbs.),,,,,,,,,
chartevents,226534,Sodium (whole blood),Sodium (whole blood),,,,,,,,,
chartevents,226535,ZPotassium (whole blood),ZPotassium (whole blood),,,,,,,,,
chartevents,226536,Chloride (whole blood),Chloride (whole blood),,,,,,,,,
chartevents,226537,Glucose (whole blood),Glucose (whole blood),,,,,,,,,
chartevents,226540,Hematocrit (whole blood - calc),Hematocrit (whole blood - calc),,,,,,,,,
chartevents,226541,ScvO2 Central Venous O2% Sat,ScvO2 Central Venous O2% Sat,,,,,,,,,
chartevents,226545,Race,Race,,,,,,,,,
chartevents,226707,Height,Height,,,,,,,,,
chartevents,226730,Height (cm),Height (cm),,,,,,,,,
chartevents,226732,O2 Delivery Device(s),O2 Delivery Device(s),,,,,,,,,
chartevents,226737,AaDO2ApacheIIValue,AaDO2ApacheIIValue,,,,,,,,,
chartevents,226738,AgeApacheIIScore,AgeApacheIIScore,,,,,,,,,
chartevents,226739,AgeApacheIIValue,AgeApacheIIValue,,,,,,,,,
chartevents,226740,APACHE II Diagnosistic weight factors - Medical,APACHE II Diagnosistic weight factors - Medical,,,,,,,,,
chartevents,226741,APACHE II Diagnosistic weight factors - Surgical emergency,APACHE II Diagnosistic weight factors - Surgical emergency,,,,,,,,,
chartevents,226742,APACHE II Diagnosistic weight factors - Surgical,APACHE II Diagnosistic weight factors - Surgical,,,,,,,,,
chartevents,226743,APACHE II,APACHE II,,,,,,,,,
chartevents,226744,APACHE II PDR - Adjusted,APACHE II PDR - Adjusted,,,,,,,,,
chartevents,226745,APACHE II Predecited Death Rate,APACHE II Predecited Death Rate,,,,,,,,,
chartevents,226746,ApacheII chronic health,ApacheII chronic health,,,,,,,,,
chartevents,226747,APACHEII-Chronic health points,APACHEII-Chronic health points,,,,,,,,,
chartevents,226748,APACHEII-Renal failure,APACHEII-Renal failure,,,,,,,,,
chartevents,226749,ChpApacheIIScore,ChpApacheIIScore,,,,,,,,,
chartevents,226750,Chronic Dilaysis,Chronic Dilaysis,,,,,,,,,
chartevents,226751,CreatinineApacheIIScore,CreatinineApacheIIScore,,,,,,,,,
chartevents,226752,CreatinineApacheIIValue,CreatinineApacheIIValue,,,,,,,,,
chartevents,226753,DswfApacheScore,DswfApacheScore,,,,,,,,,
chartevents,226754,FiO2ApacheIIValue,FiO2ApacheIIValue,,,,,,,,,
chartevents,226755,GcsApacheIIScore,GcsApacheIIScore,,,,,,,,,
chartevents,226756,GCSEyeApacheIIValue,GCSEyeApacheIIValue,,,,,,,,,
chartevents,226757,GCSMotorApacheIIValue,GCSMotorApacheIIValue,,,,,,,,,
chartevents,226758,GCSVerbalApacheIIValue,GCSVerbalApacheIIValue,,,,,,,,,
chartevents,226759,HCO3ApacheIIValue,HCO3ApacheIIValue,,,,,,,,,
chartevents,226760,HCO3Score,HCO3Score,,,,,,,,,
chartevents,226761,HematocritApacheIIScore,HematocritApacheIIScore,,,,,,,,,
chartevents,226762,HematocritApacheIIValue,HematocritApacheIIValue,,,,,,,,,
chartevents,226763,HrApacheIIScore,HrApacheIIScore,,,,,,,,,
chartevents,226764,HrApacheIIValue,HrApacheIIValue,,,,,,,,,
chartevents,226765,MapApacheIIScore,MapApacheIIScore,,,,,,,,,
chartevents,226766,MapApacheIIValue,MapApacheIIValue,,,,,,,,,
chartevents,226767,OxygenApacheIIScore,OxygenApacheIIScore,,,,,,,,,
chartevents,226768,PhApacheIIScore,PhApacheIIScore,,,,,,,,,
chartevents,226769,PHApacheIIValue,PHApacheIIValue,,,,,,,,,
chartevents,226770,PO2ApacheIIValue,PO2ApacheIIValue,,,,,,,,,
chartevents,226771,PotassiumApacheIIScore,PotassiumApacheIIScore,,,,,,,,,
chartevents,226772,PotassiumApacheIIValue,PotassiumApacheIIValue,,,,,,,,,
chartevents,226773,RrApacheIIScore,RrApacheIIScore,,,,,,,,,
chartevents,226774,RRApacheIIValue,RRApacheIIValue,,,,,,,,,
chartevents,226775,SodiumApacheIIScore,SodiumApacheIIScore,,,,,,,,,
chartevents,226776,SodiumApacheIIValue,SodiumApacheIIValue,,,,,,,,,
chartevents,226777,TempApacheIIScore,TempApacheIIScore,,,,,,,,,
chartevents,226778,TempApacheIIValue,TempApacheIIValue,,,,,,,,,
chartevents,226779,WbcApacheIIScore,WbcApacheIIScore,,,,,,,,,
chartevents,226780,WBCApacheIIValue,WBCApacheIIValue,,,,,,,,,
chartevents,226814,Known difficult intubation,Known difficult intubation,,,,,,,,,
chartevents,226815,Airway problems,Airway problems,,,,,,,,,
chartevents,226846,Feeding Weight,Feeding Weight,,,,,,,,,
chartevents,226849,RA (mean) pressure (PA Line),RA (mean) pressure (PA Line),,,,,,,,,
chartevents,226850,RV systolic pressure(PA Line),RV systolic pressure(PA Line),,,,,,,,,
chartevents,226851,RV diastolic pressure(PA Line),RV diastolic pressure(PA Line),,,,,,,,,
chartevents,226852,PA systolic pressure(PA Line),PA systolic pressure(PA Line),,,,,,,,,
chartevents,226853,PA diastolic pressure(PA Line),PA diastolic pressure(PA Line),,,,,,,,,
chartevents,226854,PCWP (v wave) (PA Line),PCWP (v wave) (PA Line),,,,,,,,,
chartevents,226855,PCWP (mean) (PA Line),PCWP (mean) (PA Line),,,,,,,,,
chartevents,226857,PA mean pressure (PA Line),PA mean pressure (PA Line),,,,,,,,,
chartevents,226858,CO pressure (PA Line),CO pressure (PA Line),,,,,,,,,
chartevents,226859,CI pressure (PA Line),CI pressure (PA Line),,,,,,,,,
chartevents,226860,RA %O2 Saturation (PA Line),RA %O2 Saturation (PA Line),,,,,,,,,
chartevents,226861,ART %O2 saturation (PA Line),ART %O2 saturation (PA Line),,,,,,,,,
chartevents,226862,PA %O2 Saturation (PA Line),PA %O2 Saturation (PA Line),,,,,,,,,
chartevents,226863,PVR %O2 Saturation (PA Line),PVR %O2 Saturation (PA Line),,,,,,,,,
chartevents,226865,SVR %O2 Saturation (PA Line),SVR %O2 Saturation (PA Line),,,,,,,,,
chartevents,226871,Expiratory Ratio,Expiratory Ratio,,,,,,,,,
chartevents,226873,Inspiratory Ratio,Inspiratory Ratio,,,,,,,,,
chartevents,226889,Legal Guardian,Legal Guardian,,,,,,,,,
chartevents,226892,Re-admit < 48 hours,Re-admit < 48 hours,,,,,,,,,
chartevents,226893,Coefficient Hospital Mortality,Coefficient Hospital Mortality,,,,,,,,,
chartevents,226894,Coefficient ICU length of stay,Coefficient ICU length of stay,,,,,,,,,
chartevents,226979,Admission location,Admission location,,,,,,,,,
chartevents,226980,AgeScore_ApacheIV,AgeScore_ApacheIV,,,,,,,,,
chartevents,226981,Albumin_ApacheIV,Albumin_ApacheIV,,,,,,,,,
chartevents,226982,AlbuminScore_ApacheIV,AlbuminScore_ApacheIV,,,,,,,,,
chartevents,226983,Apache IV A-aDO2,Apache IV A-aDO2,,,,,,,,,
chartevents,226984,Apache IV Age,Apache IV Age,,,,,,,,,
chartevents,226985,APACHE IV diagnosis choice 1,APACHE IV diagnosis choice 1,,,,,,,,,
chartevents,226986,APACHE IV diagnosis choice 2,APACHE IV diagnosis choice 2,,,,,,,,,
chartevents,226987,APACHE IV diagnosis,APACHE IV diagnosis,,,,,,,,,
chartevents,226988,APACHE IV main groups non-operative,APACHE IV main groups non-operative,,,,,,,,,
chartevents,226989,APACHE IV main groups operative,APACHE IV main groups operative,,,,,,,,,
chartevents,226990,Apache IV PaFiRatio,Apache IV PaFiRatio,,,,,,,,,
chartevents,226991,APACHEIII,APACHEIII,,,,,,,,,
chartevents,226993,ApacheIV_LOS,ApacheIV_LOS,,,,,,,,,
chartevents,226994,ApacheIV_Mortality prediction,ApacheIV_Mortality prediction,,,,,,,,,
chartevents,226995,ApacheIV_Natural antilog,ApacheIV_Natural antilog,,,,,,,,,
chartevents,226996,APS,APS,,,,,,,,,
chartevents,226997,ARF,ARF,,,,,,,,,
chartevents,226998,Bilirubin_ApacheIV,Bilirubin_ApacheIV,,,,,,,,,
chartevents,226999,BiliScore_ApacheIV,BiliScore_ApacheIV,,,,,,,,,
chartevents,227000,BUN_ApacheIV,BUN_ApacheIV,,,,,,,,,
chartevents,227001,BunScore_ApacheIV,BunScore_ApacheIV,,,,,,,,,
chartevents,227002,CABG Patient,CABG Patient,,,,,,,,,
chartevents,227003,Chronic health on admission,Chronic health on admission,,,,,,,,,
chartevents,227004,ChronicScore_ApacheIV,ChronicScore_ApacheIV,,,,,,,,,
chartevents,227005,Creatinine_ApacheIV,Creatinine_ApacheIV,,,,,,,,,
chartevents,227006,CreatScore_ApacheIV,CreatScore_ApacheIV,,,,,,,,,
chartevents,227007,Diabetes,Diabetes,,,,,,,,,
chartevents,227008,Ejection Fraction,Ejection Fraction,,,,,,,,,
chartevents,227009,FiO2_ApacheIV_old,FiO2_ApacheIV_old,,,,,,,,,
chartevents,227010,FiO2_ApacheIV,FiO2_ApacheIV,,,,,,,,,
chartevents,227011,GCSEye_ApacheIV,GCSEye_ApacheIV,,,,,,,,,
chartevents,227012,GCSMotor_ApacheIV,GCSMotor_ApacheIV,,,,,,,,,
chartevents,227013,GcsScore_ApacheIV,GcsScore_ApacheIV,,,,,,,,,
chartevents,227014,GCSVerbal_ApacheIV,GCSVerbal_ApacheIV,,,,,,,,,
chartevents,227015,Glucose_ApacheIV,Glucose_ApacheIV,,,,,,,,,
chartevents,227016,GlucoseScore_ApacheIV,GlucoseScore_ApacheIV,,,,,,,,,
chartevents,227017,Hematocrit_ApacheIV,Hematocrit_ApacheIV,,,,,,,,,
chartevents,227018,HR_ApacheIV,HR_ApacheIV,,,,,,,,,
chartevents,227019,HrScore_ApacheIV,HrScore_ApacheIV,,,,,,,,,
chartevents,227020,HtScore_ApacheIV,HtScore_ApacheIV,,,,,,,,,
chartevents,227021,Intubated_ApacheIV,Intubated_ApacheIV,,,,,,,,,
chartevents,227022,LOS pre-ICU admission,LOS pre-ICU admission,,,,,,,,,
chartevents,227023,MAP_ApacheIV,MAP_ApacheIV,,,,,,,,,
chartevents,227024,MapScore_ApacheIV,MapScore_ApacheIV,,,,,,,,,
chartevents,227025,Non-Operative Cardiovascular (CARDIOVASC),Non-Operative Cardiovascular (CARDIOVASC),,,,,,,,,
chartevents,227026,Non-Operative Gastrointestinal (GI),Non-Operative Gastrointestinal (GI),,,,,,,,,
chartevents,227027,Non-Operative Genitourinary (GENITOURIN),Non-Operative Genitourinary (GENITOURIN),,,,,,,,,
chartevents,227028,Non-Operative Hematology (HEMATO),Non-Operative Hematology (HEMATO),,,,,,,,,
chartevents,227029,Non-Operative Metabolic/Endocrine (METAB/ENDO),Non-Operative Metabolic/Endocrine (METAB/ENDO),,,,,,,,,
chartevents,227030,Non-Operative Musculoskeletal/Skin (MUSKELSKIN),Non-Operative Musculoskeletal/Skin (MUSKELSKIN),,,,,,,,,
chartevents,227031,Non-Operative Neurologic (NEUROLOGIC),Non-Operative Neurologic (NEUROLOGIC),,,,,,,,,
chartevents,227032,Non-Operative Respiratory (RESPIRAT),Non-Operative Respiratory (RESPIRAT),,,,,,,,,
chartevents,227033,Non-Operative Transplant (TRANSPLANT),Non-Operative Transplant (TRANSPLANT),,,,,,,,,
chartevents,227034,Non-Operative Trauma (TRAUMA),Non-Operative Trauma (TRAUMA),,,,,,,,,
chartevents,227035,OxygenScore_ApacheIV,OxygenScore_ApacheIV,,,,,,,,,
chartevents,227036,PCO2_ApacheIV,PCO2_ApacheIV,,,,,,,,,
chartevents,227037,PH_ApacheIV,PH_ApacheIV,,,,,,,,,
chartevents,227038,PHPaCO2Score_ApacheIV,PHPaCO2Score_ApacheIV,,,,,,,,,
chartevents,227039,PO2_ApacheIV,PO2_ApacheIV,,,,,,,,,
chartevents,227040,Post-Operative Cardiovascular (CARDIOVASC),Post-Operative Cardiovascular (CARDIOVASC),,,,,,,,,
chartevents,227041,Post-Operative Gastrointestinal (GI),Post-Operative Gastrointestinal (GI),,,,,,,,,
chartevents,227042,Post-Operative Genitourinary (GENITOURIN),Post-Operative Genitourinary (GENITOURIN),,,,,,,,,
chartevents,227043,Post-Operative Hematology (HEMATO),Post-Operative Hematology (HEMATO),,,,,,,,,
chartevents,227044,Post-Operative Metabolic/Endocrine (METAB/ENDO),Post-Operative Metabolic/Endocrine (METAB/ENDO),,,,,,,,,
chartevents,227045,Post-Operative Musculoskeletal/Skin (MUSKELSKIN),Post-Operative Musculoskeletal/Skin (MUSKELSKIN),,,,,,,,,
chartevents,227046,Post-Operative Neurologic (NEUROLOGIC),Post-Operative Neurologic (NEUROLOGIC),,,,,,,,,
chartevents,227047,Post-Operative Respiratory (RESPIRAT),Post-Operative Respiratory (RESPIRAT),,,,,,,,,
chartevents,227048,Post-Operative Transplant (TRANSPLANT),Post-Operative Transplant (TRANSPLANT),,,,,,,,,
chartevents,227049,Post-Operative Trauma (TRAUMA),Post-Operative Trauma (TRAUMA),,,,,,,,,
chartevents,227050,RR_ApacheIV,RR_ApacheIV,,,,,,,,,
chartevents,227051,RRScore_ApacheIV,RRScore_ApacheIV,,,,,,,,,
chartevents,227052,Sodium_ApacheIV,Sodium_ApacheIV,,,,,,,,,
chartevents,227053,SodiumScore_ApacheIV,SodiumScore_ApacheIV,,,,,,,,,
chartevents,227054,TemperatureF_ApacheIV,TemperatureF_ApacheIV,,,,,,,,,
chartevents,227055,TempScore_ApacheIV,TempScore_ApacheIV,,,,,,,,,
chartevents,227056,Thrombolytic therapy,Thrombolytic therapy,,,,,,,,,
chartevents,227057,Type of admission,Type of admission,,,,,,,,,
chartevents,227059,UrineScore_ApacheIV,UrineScore_ApacheIV,,,,,,,,,
chartevents,227060,Use A-aDO2,Use A-aDO2,,,,,,,,,
chartevents,227061,Ventilated at any time during ICU Day 1,Ventilated at any time during ICU Day 1,,,,,,,,,
chartevents,227062,WBC_ApacheIV,WBC_ApacheIV,,,,,,,,,
chartevents,227063,WBCScore_ApacheIV,WBCScore_ApacheIV,,,,,,,,,
chartevents,227066,Cerebral Perfusion Pressure,Cerebral Perfusion Pressure,,,,,,,,,
chartevents,227073,Anion gap,Anion gap,,,,,,,,,
chartevents,227088,Admit from,Admit from,,,,,,,,,
chartevents,227089,Discharge to,Discharge to,,,,,,,,,
chartevents,227100,Catheter insertion length (PICC),Catheter insertion length (PICC),,,,,,,,,
chartevents,227105,Catheter insertion length (CVL),Catheter insertion length (CVL),,,,,,,,,
chartevents,227111,PCA  dose units,PCA  dose units,,,,,,,,,
chartevents,227113,PCA 1 hour limit units,PCA 1 hour limit units,,,,,,,,,
chartevents,227115,PCA bolus units,PCA bolus units,,,,,,,,,
chartevents,227117,PCA total dose units,PCA total dose units,,,,,,,,,
chartevents,227119,Epidural Location,Epidural Location,,,,,,,,,
chartevents,227120,Motor Deficit,Motor Deficit,,,,,,,,,
chartevents,227121,Pupil Response Right,Pupil Response Right,,,,,,,,,
chartevents,227122,Neuro Drain Landmark,Neuro Drain Landmark,,,,,,,,,
chartevents,227124,Dialysis Catheter Type,Dialysis Catheter Type,,,,,,,,,
chartevents,227125,Indwelling (PortaCath) Port Type,Indwelling (PortaCath) Port Type,,,,,,,,,
chartevents,227127,Indwelling (PortaCath) Port #1,Indwelling (PortaCath) Port #1,,,,,,,,,
chartevents,227128,Indwelling (PortaCath) Port #2,Indwelling (PortaCath) Port #2,,,,,,,,,
chartevents,227129,Pheresis Catheter Type,Pheresis Catheter Type,,,,,,,,,
chartevents,227130,Trach Care,Trach Care,,,,,,,,,
chartevents,227131,Cont. Neb Med Dose,Cont. Neb Med Dose,,,,,,,,,
chartevents,227133,Small Volume Neb Drug #2,Small Volume Neb Drug #2,,,,,,,,,
chartevents,227134,ATC Tube #,ATC Tube #,,,,,,,,,
chartevents,227187,Pinsp (Draeger only),Pinsp (Draeger only),,,,,,,,,
chartevents,227210,Propofol (Intubation),Propofol (Intubation),,,,,,,,,
chartevents,227211,Ketamine (Intubation),Ketamine (Intubation),,,,,,,,,
chartevents,227212,Etomidate (Intubation),Etomidate (Intubation),,,,,,,,,
chartevents,227213,Vecuronium (Intubation),Vecuronium (Intubation),,,,,,,,,
chartevents,227214,Cis-atracurium (Intubation),Cis-atracurium (Intubation),,,,,,,,,
chartevents,227215,Succynlocholine (Intubation),Succynlocholine (Intubation),,,,,,,,,
chartevents,227239,ABP Alarm Source,ABP Alarm Source,,,,,,,,,
chartevents,227240,NBP Alarm Source,NBP Alarm Source,,,,,,,,,
chartevents,227241,PAP Alarm Source,PAP Alarm Source,,,,,,,,,
chartevents,227242,Manual Blood Pressure Diastolic Right,Manual Blood Pressure Diastolic Right,,,,,,,,,
chartevents,227243,Manual Blood Pressure Systolic Right,Manual Blood Pressure Systolic Right,,,,,,,,,
chartevents,227287,O2 Flow (additional cannula),O2 Flow (additional cannula),,,,,,,,,
chartevents,227288,Pupil Response Left,Pupil Response Left,,,,,,,,,
chartevents,227290,CRRT mode,CRRT mode,,,,,,,,,
